text,group,pca_x,pca_y,umap_x,umap_y
"Do you mean like Piltdown Man? It was displayed there for 40 years.   ""The Eoanthropus dawsoni, or Piltdown Man, was on display at the Natural History Museum in London for 40 years. It was removed when advanced dating techniques not only showed that the bones were only a few hundred years old, but that some of them weren't even human.""   http://www.mentalfloss.com/press_oklahoman2.htm   Do you guarantee that all of the other displays at the Museum are true? No, of course not. Many other things there said to be 'true' are only 'true' in a transient sense of the word (that only science seems to use)   http://www.clarku.edu/~piltdown/map_...klywiener.html Suggests that Piltdown Man had good science behind it, at the time.   Never-the-less the Natural History Museum provides many examples of artistic licence, such as the 'human-like' hand given to a restoration of Australopithecus, displayed at the museum.   ""Shattering the Myths of Darwinism"", p205",Dataset A,-0.28145516,0.10322152,7.7650075,5.846951
"did a christian in this forum say that? you can have the same kind of morals christians do, but you just don't have an objective basis for justifying them like we do. that's your problem. i have a flash for you. you would be doing gay and straight sinners a favor by advising them to repent and receive jesus christ as their lord and savior for the remission of their sins, before they perish and drop down into the pit. and that holds true for you too.",Dataset A,-0.3118067,-0.19805917,7.7815666,7.998896
"I have. Yet I can`t seem to be able to do the creative math that will show that europe will become pre-dominatly muslim in any near future.
",Dataset A,-0.1985116,-0.07901802,6.4645023,8.257958
"i'm referring to chemist's assertion that mutations cause a beneficial modification to the morphology of hemoglobin. my two links say the hemoglobin becomes 'abnormal,' thus his example fails.  and you are assuming that this mutation is random. why? cancer mutations are not random...they are lead up to by epigenetic changes. why not this? http://www.eurekalert.org/pub_releas...-nvo122105.php",Dataset A,-0.21937615,0.08793268,8.747156,6.085666
"darling, i'm in the 10th year of my committed relationship. and since i haven't seen anything approaching his perfection, i think not. but thank you, though. i asked the question because enquiring minds want to know...if you have a 'hair stylist', ifn you not gay, then you metro. you don't want the label, then don't divulge that bit of info.",Dataset A,-0.0811892,0.04863298,4.0614715,5.855064
"i love how you are using violence to threaten people. when, your argument is disputing violence.",Dataset A,-0.31465745,-0.14438501,6.957797,9.924163
Perhaps if you brushed your tooth once in a while and gargled you wouldn't have the stench.,Dataset A,-0.013612788,-0.061116897,-0.53870887,6.1115365
"Just like no one is really ""for"" abortions, but they think that it's the woman's right to decide. Maybe that's like when congress gave the President the right to decide to go to war, even when they were supposed to declare war.",Dataset A,-0.41253123,-0.052626297,8.876278,8.668503
"It's easy for people too lazy to work for a living to protest in order to get others to pay their bills. :p
Psssst! Did you know that the initiators of this were members of the CHRISTIAN Group called The Burning Bush?",Dataset A,-0.14041588,-0.10680751,6.3753667,8.664496
"Yes Peeling; you say this with such assurance, yet what you can't explain with any assurance is why only one offshoot of the Primate genus evolved into what human beings are today. Why only us, when we all allegedly started in the same environment with the same ecosystems putting the same pressures on us. What I'm saying is that in every place where our alleged primate ancestors fossils have been found, so haven't the fossils of animals described as lower primates been found. So your explanation that one species evolved while another stagnated or died out rings hollow with me. Especially since you can actually prove absolutely none of this. Can't you see that Peeling? None of this is provable.",Dataset A,-0.2756803,0.09824085,8.232561,5.8188133
"what time frame are you referencing? back in the time of christ marriage was a practical thing, you needed a wife to bear children, and raise them, and it was not a religious thing. in the middle ages, the nobility would marry in the church. do you think there was no political? did you mean recently, where marriage has become a legal thing?  i am trying to clarify when you are referring to.",Dataset A,-0.29715803,0.019880474,8.04305,9.262291
"and on top of all that, trigger happy self appointed vigilantes oops! I mean: neighbourhood watchers emoticonXRolleyes
by the way, what's wrong with the secret services guys having some r&r ?? they were not on duty in any case ;)",Dataset A,-0.097798616,-0.03394442,6.544072,10.06408
"Oh? They're trained to deal with irate exhusbands who are stabbing their wives and dousing them in gasoline, in broad daylight, in the middle of a busy parking lot? They're trained to deal with that specific kind of #### every single day?",Dataset A,-0.1822916,-0.002135031,6.4691567,10.418545
"as a side-note, i find it curious that the author of this debate proposes to test only on death row inmates and not the prison population generally. i guess she is only half crazy then. :)",Dataset A,-0.40159217,0.09223912,8.828475,8.633016
"yeah cartman is definately the best, i love how how epicly his evil is portrayed as e.g. scott tenorman must die",Dataset A,-0.016892646,0.21706587,3.1742136,8.971564
"Because what inspired my argument/debate challange was the Questions for both sides thread, it was full of vague/popular laymans usages of the term, and you cant blame only me for it, since I didn't start the thread, and since I was only about 1/10 of all the broad usages of the term going on in that thread, the rest were coming from evolutionists. Please read its opening post (by an evolutionist)  youre not going to find much about biology there. ",Dataset A,-0.38027588,-0.02605953,8.308791,6.076963
"So, Steeeeve, I take it you are not for a FAIR society?   Is an unfair society a moral society? Please explain. I find it difficult to comprehend.",Dataset A,-0.27578813,-0.17977875,7.2704725,9.023973
"Well, I'd say that since that sort of question don't have a pat and universal answer, then that's why they shouldn't have been asked in the first place, in this case. My view is that questions over a job like this should be about a person's qualifications",Dataset A,-0.21821123,0.026019169,7.167386,8.897727
