example_id,family_id,role,interp_index,text,label
train-01086-orig,train-01086,original,0,gutted moreno had a bad game klopp should have played coutinho instead,sarcastic
train-01086-interp1,train-01086,interpretation,1,gutted moreno had a bad game klopp should have played coutinho instead,not_sarcastic
train-01086-interp2,train-01086,interpretation,2,gutted moreno had a bad game klopp should have played coutinho instead,not_sarcastic
train-01087-orig,train-01087,original,0,turns out my sarcasm in sarcastic i confuse people and i love it D,sarcastic
train-01087-interp1,train-01087,interpretation,1,turns out my sarcasm in sarcastic i confuse people and i hate it D,not_sarcastic
train-01087-interp2,train-01087,interpretation,2,turns out my sarcasm in sarcastic i confuse people and i love it,not_sarcastic
train-01088-orig,train-01088,original,0,thank you everyone who contributed to setting my brain on fire today and reminding me things i try so hard not to think about,sarcastic
train-01088-interp1,train-01088,interpretation,1,not grateful to all who contributed to setting my brain on fire today and reminding me things i try so hard not to think about,not_sarcastic
train-01088-interp2,train-01088,interpretation,2,thank you everyone who contributed to setting my brain on fire today and reminding me things i try so hard not to think about,not_sarcastic
train-01089-orig,train-01089,original,0,i really do love it when people copy me,sarcastic
train-01089-interp1,train-01089,interpretation,1,i really do hate it when people copy me,not_sarcastic
train-01089-interp2,train-01089,interpretation,2,i don t like people copying me,not_sarcastic
train-01090-orig,train-01090,original,0,so no nackers is staying in the league yay,sarcastic
train-01090-interp1,train-01090,interpretation,1,so no nackers is staying in the league no,not_sarcastic
train-01090-interp2,train-01090,interpretation,2,why is nackers staying in the league,not_sarcastic
train-01091-orig,train-01091,original,0,and i for one am devastated liverpool are losing,sarcastic
train-01091-interp1,train-01091,interpretation,1,and i for one am devastated liverpool are winning,not_sarcastic
train-01091-interp2,train-01091,interpretation,2,and i for one am devastated liverpool are losing,not_sarcastic
train-01092-orig,train-01092,original,0,omg 18 salad my favorite sarcasm,sarcastic
train-01092-interp1,train-01092,interpretation,1,omg 18 salad not my favorite,not_sarcastic
train-01092-interp2,train-01092,interpretation,2,18 salad is just not worth it,not_sarcastic
train-01093-orig,train-01093,original,0,named my dog girlfriend even the dog left me,sarcastic
train-01093-interp1,train-01093,interpretation,1,named my dog girlfriend even the dog left me,not_sarcastic
train-01093-interp2,train-01093,interpretation,2,named my dog girlfriend even the dog left me,not_sarcastic
train-01094-orig,train-01094,original,0,can't stand a back in my day motherfucker god forbid the quality of life ever improves,sarcastic
train-01094-interp1,train-01094,interpretation,1,can't stand a back in my day motherfucker god forbid the quality of life ever improves,not_sarcastic
train-01094-interp2,train-01094,interpretation,2,can't stand a back in my day motherfucker god forbid the quality of life ever improves,not_sarcastic
train-01095-orig,train-01095,original,0,anybody wanna go to the movies ? im tired of going by mys i mean tired of going with all my friends haha cuz i have soo many,sarcastic
train-01095-interp1,train-01095,interpretation,1,anybody wanna go to the movies ? im tired of going by mys i mean tired of going with all my friends haha cuz i have soo few,not_sarcastic
train-01095-interp2,train-01095,interpretation,2,anybody wanna go to the movies ? im tired of going by mys i mean tired of going with all my friends haha cuz i have soo many,not_sarcastic
train-01096-orig,train-01096,original,0,the best thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me,sarcastic
train-01096-interp1,train-01096,interpretation,1,the worst thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me,not_sarcastic
train-01096-interp2,train-01096,interpretation,2,the best thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me,not_sarcastic
train-01097-orig,train-01097,original,0,tired on my holiday clothes and now feel even better about my body yey,sarcastic
train-01097-interp1,train-01097,interpretation,1,tried on my holiday clothes and now feel even worst about my body,not_sarcastic
train-01097-interp2,train-01097,interpretation,2,tired on my holiday clothes and now feel even better about my body,not_sarcastic
train-01098-orig,train-01098,original,0,take a look at mgt and appy eerily similar intraday charts who said the markets can't be rigged ? na,sarcastic
train-01098-interp1,train-01098,interpretation,1,take a look at mgt and appy eerily similar intraday charts who said the markets can't be rigged ? na,not_sarcastic
train-01098-interp2,train-01098,interpretation,2,take a look at mgt and appy eerily similar intraday charts who said the markets can't be rigged ? na,not_sarcastic
train-01099-orig,train-01099,original,0,hey does anyone know where i can find a pic of four sisters posing for 4 decades ? having trouble finding it in my feed,sarcastic
train-01099-interp1,train-01099,interpretation,1,finding the unknown,not_sarcastic
train-01099-interp2,train-01099,interpretation,2,hey does anyone know where i can find a pic of four sisters posing for 4 decades ? having trouble finding it in my feed,not_sarcastic
train-01100-orig,train-01100,original,0,3 england strikers absolutely on fire guess who woy's gonna pick,sarcastic
train-01100-interp1,train-01100,interpretation,1,3 england strikers absolutely on fire guess who woy's gonna pick,not_sarcastic
train-01100-interp2,train-01100,interpretation,2,3 england strikers absolutely on fire guess who woy's gonna pick,not_sarcastic
train-01101-orig,train-01101,original,0,so 2 handballs and 0 callsquality of the referee is amazing,sarcastic
train-01101-interp1,train-01101,interpretation,1,so 2 handballs and 0 callsquality of the referee is poor,not_sarcastic
train-01101-interp2,train-01101,interpretation,2,so 2 handballs and 0 callsquality of the referee is amazing,not_sarcastic
train-01102-orig,train-01102,original,0,2 nd trip to a public womens room today with no incident and in a target no less how do i keep avoiding creepers in the bathroom ?,sarcastic
train-01102-interp1,train-01102,interpretation,1,2 nd trip to a public womens room today with no incident and in a target no less how do i keep avoiding creepers in the bathroom ?,not_sarcastic
train-01102-interp2,train-01102,interpretation,2,2 nd trip to a public womens room today with no incident and in a target no less how do i keep avoiding creepers in the bathroom ?,not_sarcastic
train-01103-orig,train-01103,original,0,yeah stephen wright is an ace,sarcastic
train-01103-interp1,train-01103,interpretation,1,nop stephen wright is not an ace,not_sarcastic
train-01103-interp2,train-01103,interpretation,2,yeah stephen wright is an ace,not_sarcastic
train-01104-orig,train-01104,original,0,wow great bend is too much fun i just can't take all this fun all at once i'm overwhelmed with all the fun i'm having,sarcastic
train-01104-interp1,train-01104,interpretation,1,great bend is tiring i'm not overwhelmed with all the stress i'm having,not_sarcastic
train-01104-interp2,train-01104,interpretation,2,wow great bend is too much fun i just can't take all this fun all at once i'm overwhelmed with all the fun i'm having,not_sarcastic
train-01105-orig,train-01105,original,0,cant imagine why iran would block duckduckgo,sarcastic
train-01105-interp1,train-01105,interpretation,1,i could imagine the more reason why iran block duckduckgo,not_sarcastic
train-01105-interp2,train-01105,interpretation,2,cant imagine why iran would block duckduckgo,not_sarcastic
train-01106-orig,train-01106,original,0,having waaaay too much fun waiting in lineup,sarcastic
train-01106-interp1,train-01106,interpretation,1,having waaaay too much fun waiting in lineup,not_sarcastic
train-01106-interp2,train-01106,interpretation,2,no kind of fun is waiting in the lineup,not_sarcastic
train-01107-orig,train-01107,original,0,i feel like there ain't enough snapchat filters in the world,sarcastic
train-01107-interp1,train-01107,interpretation,1,i feel like there are enough snapchat filters in the world already,not_sarcastic
train-01107-interp2,train-01107,interpretation,2,i feel like there ain't enough snapchat filters in the world,not_sarcastic
train-01108-orig,train-01108,original,0,man i love being reminded how different i am makes me feel so good,sarcastic
train-01108-interp1,train-01108,interpretation,1,man i hate being reminded how different i am makes me feel so bad,not_sarcastic
train-01108-interp2,train-01108,interpretation,2,man i love being reminded how different i am makes me feel so good,not_sarcastic
train-01109-orig,train-01109,original,0,51 of us voted to outlaw poverty i think this is going to work now only criminals will be poor see ? problem solved,sarcastic
train-01109-interp1,train-01109,interpretation,1,51 of us voted to outlaw poverty i think this is not going to work now everyone will be poor see ? problem remained unsolved,not_sarcastic
train-01109-interp2,train-01109,interpretation,2,51 of us voted to outlaw poverty i think this is going to work now only criminals will be poor see ? problem solved,not_sarcastic
